season,date,team,points,division,conference
2020-21,2021-03-14,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-17,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-19,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-20,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-23,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-24,Colorado Avalanche,1,Honda West,Western
2020-21,2021-03-26,Colorado Avalanche,2,Honda West,Western
2020-21,2021-03-27,Colorado Avalanche,1,Honda West,Western
2020-21,2021-03-30,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-01,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-03,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-04,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-06,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-08,Colorado Avalanche,0,Honda West,Western
2020-21,2021-04-10,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-11,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-13,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-14,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-23,Colorado Avalanche,2,Honda West,Western
2020-21,2021-04-24,Colorado Avalanche,0,Honda West,Western
2020-21,2021-04-26,Colorado Avalanche,0,Honda West,Western
2020-21,2021-04-29,Colorado Avalanche,0,Honda West,Western
2020-21,2021-05-01,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-02,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-04,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-06,Colorado Avalanche,0,Honda West,Western
2020-21,2021-05-08,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-09,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-11,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-13,Colorado Avalanche,2,Honda West,Western
2020-21,2021-05-14,Colorado Avalanche,2,Honda West,Western
2020-21,2021-01-15,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-01-17,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-01-18,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-01-20,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-01-22,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-01-23,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-01-27,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-01-29,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-01-30,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-02-01,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-03,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-05,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-02-07,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-09,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-02-12,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-02-14,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-02-16,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-19,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-02-21,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-24,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-02-26,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-27,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-02-28,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-03,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-03-05,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-03-07,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-10,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-12,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-03-13,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-03-14,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-03-18,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-03-20,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-03-22,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-25,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-03-27,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-28,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-03-30,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-04-01,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-03,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-04,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-06,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-04-08,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-10,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-12,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-04-16,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-18,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-19,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-20,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-22,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-04-25,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-04-27,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-05-01,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-05-03,Columbus Blue Jackets,1,Discover Central,Eastern
2020-21,2021-05-05,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-05-07,Columbus Blue Jackets,0,Discover Central,Eastern
2020-21,2021-05-08,Columbus Blue Jackets,2,Discover Central,Eastern
2020-21,2021-01-23,Dallas Stars,2,Discover Central,Western
2020-21,2021-01-25,Dallas Stars,2,Discover Central,Western
2020-21,2021-01-27,Dallas Stars,2,Discover Central,Western
2020-21,2021-01-29,Dallas Stars,2,Discover Central,Western
2020-21,2021-01-31,Dallas Stars,0,Discover Central,Western
2020-21,2021-01-31,Dallas Stars,1,Discover Central,Western
2020-21,2021-02-03,Dallas Stars,2,Discover Central,Western
2020-21,2021-02-05,Dallas Stars,0,Discover Central,Western
2020-21,2021-02-07,Dallas Stars,1,Discover Central,Western
2020-21,2021-02-10,Dallas Stars,1,Discover Central,Western
2020-21,2021-02-12,Dallas Stars,0,Discover Central,Western
2020-21,2021-02-14,Dallas Stars,1,Discover Central,Western
2020-21,2021-02-23,Dallas Stars,0,Discover Central,Western
2020-21,2021-02-24,Dallas Stars,2,Discover Central,Western
2020-21,2021-02-26,Dallas Stars,0,Discover Central,Western
2020-21,2021-02-28,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-03,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-05,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-07,Dallas Stars,2,Discover Central,Western
2020-21,2021-03-08,Dallas Stars,1,Discover Central,Western
2020-21,2021-03-10,Dallas Stars,2,Discover Central,Western
2020-21,2021-03-12,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-13,Dallas Stars,1,Discover Central,Western
2020-21,2021-03-14,Dallas Stars,2,Discover Central,Western
2020-21,2021-03-17,Dallas Stars,1,Discover Central,Western
2020-21,2021-03-18,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-20,Dallas Stars,2,Discover Central,Western
2020-21,2021-03-22,Dallas Stars,1,Discover Central,Western
2020-21,2021-03-24,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-26,Dallas Stars,2,Discover Central,Western
2020-21,2021-03-28,Dallas Stars,0,Discover Central,Western
2020-21,2021-03-28,Dallas Stars,1,Discover Central,Western
2020-21,2021-03-31,Dallas Stars,1,Discover Central,Western
2020-21,2021-04-02,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-03,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-04,Dallas Stars,0,Discover Central,Western
2020-21,2021-04-07,Dallas Stars,0,Discover Central,Western
2020-21,2021-04-09,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-10,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-12,Dallas Stars,1,Discover Central,Western
2020-21,2021-04-14,Dallas Stars,1,Discover Central,Western
2020-21,2021-04-16,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-18,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-19,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-21,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-22,Dallas Stars,0,Discover Central,Western
2020-21,2021-04-24,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-26,Dallas Stars,2,Discover Central,Western
2020-21,2021-04-28,Dallas Stars,0,Discover Central,Western
2020-21,2021-04-29,Dallas Stars,0,Discover Central,Western
2020-21,2021-05-02,Dallas Stars,1,Discover Central,Western
2020-21,2021-05-03,Dallas Stars,1,Discover Central,Western
2020-21,2021-05-05,Dallas Stars,0,Discover Central,Western
2020-21,2021-05-07,Dallas Stars,2,Discover Central,Western
2020-21,2021-05-09,Dallas Stars,0,Discover Central,Western
2020-21,2021-05-11,Dallas Stars,2,Discover Central,Western
2020-21,2021-01-15,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-01-17,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-01-18,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-01-20,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-01-23,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-01-24,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-01-27,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-01-29,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-01-31,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-01-31,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-03,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-06,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-07,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-02-10,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-12,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-14,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-02-16,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-02-18,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-20,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-02-20,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-24,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-02-26,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-02-28,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-01,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-03,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-05,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-10,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-03-12,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-14,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-16,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-18,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-20,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-24,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-26,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-03-27,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-28,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-03-30,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-04-01,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-04-03,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-04-04,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-04-06,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-04-08,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-04-10,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-04-12,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-04-15,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-04-17,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-04-19,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-04-21,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-04-22,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-04-24,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-04-27,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-04-29,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-05-01,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-05-02,Detroit Red Wings,0,Discover Central,Eastern
2020-21,2021-05-07,Detroit Red Wings,2,Discover Central,Eastern
2020-21,2021-05-08,Detroit Red Wings,1,Discover Central,Eastern
2020-21,2021-01-14,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-15,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-01-17,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-19,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-21,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-01-23,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-25,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-01-27,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-29,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-31,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-01,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-03,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-07,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-02-09,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-10,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-12,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-16,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-02-18,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-20,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-21,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-24,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-26,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-02-28,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-03-02,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-03-04,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-03-07,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-09,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-11,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-13,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-14,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-03-16,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-03-18,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-19,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-21,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-27,Edmonton Oilers,1,Scotia North,Western
2020-21,2021-03-29,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-03-30,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-04-03,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-05,Edmonton Oilers,1,Scotia North,Western
2020-21,2021-04-07,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-08,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-11,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-04-17,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-20,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-22,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-04-27,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-29,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-04-30,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-05-02,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-04,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-05,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-07,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-05-09,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-10,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-12,Edmonton Oilers,2,Scotia North,Western
2020-21,2021-05-15,Edmonton Oilers,0,Scotia North,Western
2020-21,2021-01-18,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-01-20,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-01-27,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-01-29,Florida Panthers,1,Discover Central,Eastern
2020-21,2021-01-31,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-01-31,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-05,Florida Panthers,1,Discover Central,Eastern
2020-21,2021-02-06,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-07,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-02-10,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-12,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-14,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-02-16,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-17,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-20,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-02-20,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-23,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-24,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-02-26,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-02-28,Florida Panthers,1,Discover Central,Eastern
2020-21,2021-03-02,Florida Panthers,1,Discover Central,Eastern
2020-21,2021-03-05,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-06,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-07,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-03-10,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-12,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-14,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-15,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-18,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-03-20,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-21,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-03-24,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-03-26,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-03-28,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-28,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-03-30,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-01,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-03,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-04,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-06,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-04-08,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-04-10,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-04-14,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-15,Florida Panthers,1,Discover Central,Eastern
2020-21,2021-04-17,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-19,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-20,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-22,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-04-24,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-27,Florida Panthers,0,Discover Central,Eastern
2020-21,2021-04-28,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-04-30,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-05-02,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-05-03,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-05-08,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-05-10,Florida Panthers,2,Discover Central,Eastern
2020-21,2021-01-15,Los Angeles Kings,1,Honda West,Western
2020-21,2021-01-17,Los Angeles Kings,1,Honda West,Western
2020-21,2021-01-20,Los Angeles Kings,0,Honda West,Western
2020-21,2021-01-22,Los Angeles Kings,2,Honda West,Western
2020-21,2021-01-24,Los Angeles Kings,0,Honda West,Western
2020-21,2021-01-25,Los Angeles Kings,2,Honda West,Western
2020-21,2021-01-27,Los Angeles Kings,2,Honda West,Western
2020-21,2021-01-29,Los Angeles Kings,0,Honda West,Western
2020-21,2021-02-03,Los Angeles Kings,0,Honda West,Western
2020-21,2021-02-06,Los Angeles Kings,0,Honda West,Western
2020-21,2021-02-07,Los Angeles Kings,0,Honda West,Western
2020-21,2021-02-10,Los Angeles Kings,1,Honda West,Western
2020-21,2021-02-12,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-17,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-19,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-21,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-23,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-25,Los Angeles Kings,2,Honda West,Western
2020-21,2021-02-27,Los Angeles Kings,0,Honda West,Western
2020-21,2021-02-28,Los Angeles Kings,1,Honda West,Western
2020-21,2021-03-04,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-06,Los Angeles Kings,1,Honda West,Western
2020-21,2021-03-07,Los Angeles Kings,2,Honda West,Western
2020-21,2021-03-09,Los Angeles Kings,1,Honda West,Western
2020-21,2021-03-11,Los Angeles Kings,2,Honda West,Western
2020-21,2021-03-13,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-14,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-18,Los Angeles Kings,2,Honda West,Western
2020-21,2021-03-20,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-21,Los Angeles Kings,2,Honda West,Western
2020-21,2021-03-23,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-25,Los Angeles Kings,0,Honda West,Western
2020-21,2021-03-30,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-01,Los Angeles Kings,2,Honda West,Western
2020-21,2021-04-03,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-04,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-06,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-08,Los Angeles Kings,2,Honda West,Western
2020-21,2021-04-10,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-11,Los Angeles Kings,2,Honda West,Western
2020-21,2021-04-13,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-15,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-21,Los Angeles Kings,2,Honda West,Western
2020-21,2021-04-24,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-25,Los Angeles Kings,0,Honda West,Western
2020-21,2021-04-27,Los Angeles Kings,2,Honda West,Western
2020-21,2021-04-29,Los Angeles Kings,0,Honda West,Western
2020-21,2021-05-01,Los Angeles Kings,2,Honda West,Western
2020-21,2021-05-02,Los Angeles Kings,0,Honda West,Western
2020-21,2021-05-04,Los Angeles Kings,2,Honda West,Western
2020-21,2021-05-06,Los Angeles Kings,2,Honda West,Western
2020-21,2021-05-08,Los Angeles Kings,0,Honda West,Western
2020-21,2021-05-09,Los Angeles Kings,0,Honda West,Western
2020-21,2021-05-11,Los Angeles Kings,1,Honda West,Western
2020-21,2021-05-13,Los Angeles Kings,0,Honda West,Western
2020-21,2021-05-14,Los Angeles Kings,0,Honda West,Western
2020-21,2021-01-15,Minnesota Wild,2,Honda West,Western
2020-21,2021-01-17,Minnesota Wild,2,Honda West,Western
2020-21,2021-01-19,Minnesota Wild,0,Honda West,Western
2020-21,2021-01-21,Minnesota Wild,2,Honda West,Western
2020-21,2021-01-23,Minnesota Wild,2,Honda West,Western
2020-21,2021-01-25,Minnesota Wild,0,Honda West,Western
2020-21,2021-01-27,Minnesota Wild,0,Honda West,Western
2020-21,2021-01-29,Minnesota Wild,2,Honda West,Western
2020-21,2021-01-31,Minnesota Wild,0,Honda West,Western
2020-21,2021-02-01,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-03,Minnesota Wild,0,Honda West,Western
2020-21,2021-02-17,Minnesota Wild,0,Honda West,Western
2020-21,2021-02-19,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-21,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-23,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-25,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-27,Minnesota Wild,2,Honda West,Western
2020-21,2021-02-28,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-02,Minnesota Wild,1,Honda West,Western
2020-21,2021-03-04,Minnesota Wild,0,Honda West,Western
2020-21,2021-03-06,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-07,Minnesota Wild,0,Honda West,Western
2020-21,2021-03-09,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-11,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-13,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-14,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-17,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-19,Minnesota Wild,0,Honda West,Western
2020-21,2021-03-20,Minnesota Wild,0,Honda West,Western
2020-21,2021-03-22,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-24,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-26,Minnesota Wild,2,Honda West,Western
2020-21,2021-03-30,Minnesota Wild,1,Honda West,Western
2020-21,2021-04-01,Minnesota Wild,0,Honda West,Western
2020-21,2021-04-02,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-04,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-06,Minnesota Wild,0,Honda West,Western
2020-21,2021-04-08,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-10,Minnesota Wild,0,Honda West,Western
2020-21,2021-04-11,Minnesota Wild,1,Honda West,Western
2020-21,2021-04-14,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-17,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-18,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-20,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-22,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-24,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-25,Minnesota Wild,2,Honda West,Western
2020-21,2021-04-28,Minnesota Wild,0,Honda West,Western
2020-21,2021-04-30,Minnesota Wild,1,Honda West,Western
2020-21,2021-05-02,Minnesota Wild,2,Honda West,Western
2020-21,2021-05-04,Minnesota Wild,2,Honda West,Western
2020-21,2021-05-06,Minnesota Wild,1,Honda West,Western
2020-21,2021-05-08,Minnesota Wild,2,Honda West,Western
2020-21,2021-05-09,Minnesota Wild,2,Honda West,Western
2020-21,2021-05-13,Minnesota Wild,0,Honda West,Western
2020-21,2021-05-14,Minnesota Wild,0,Honda West,Western
